"State","Year","CO2 Emissions (Mmt)","TotalNumberofInvestments","TotalAmountofAssistance","BDFDB","BDPRP","BFFDB","BFPRP","CLPRB","CLPRK","CLPRP","COPRK","EMFDB","ENPRP","GETCB","HYTCB","NCPRB","NGMPB","NGMPK","NGMPP","NUETB","PAPRB","PAPRP","REPRB","SOTCB","TEPRB","TETCB","WDEXB","WDPRB","WDTCB","WSTCB","WWPRB","WYTCB","Total employment (number of jobs)","Wage and salary employment","Proprietors employment","Farm proprietors employment","Nonfarm proprietors employment 2/","Farm employment","Nonfarm employment","Private nonfarm employment","Forestry, fishing, and related activities.x","Mining, quarrying, and oil and gas extraction.x","Utilities.x","Construction.x","Manufacturing.x","Wholesale trade.x","Retail trade.x","Transportation and warehousing.x","Information.x","Finance and insurance.x","Real estate and rental and leasing.x","Professional, scientific, and technical services.x","Management of companies and enterprises.x","Administrative and support and waste management and remediation services.x","Educational services.x","Health care and social assistance.x","Arts, entertainment, and recreation.x","Accommodation and food services.x","Other services (except government and government enterprises).x","Government and government enterprises.x","Federal civilian.x","Military.x","State and local.x","State government","Local government","All industry total","Private industries","Agriculture, forestry, fishing and hunting","Farms","Forestry, fishing, and related activities.y","Mining, quarrying, and oil and gas extraction.y","Oil and gas extraction","Mining (except oil and gas)","Support activities for mining","Utilities.y","Construction.y","Manufacturing.y","Durable goods manufacturing","Wood product manufacturing","Nonmetallic mineral product manufacturing","Primary metal manufacturing","Fabricated metal product manufacturing","Machinery manufacturing","Computer and electronic product manufacturing","Electrical equipment, appliance, and component manufacturing","Motor vehicles, bodies and trailers, and parts manufacturing","Other transportation equipment manufacturing","Furniture and related product manufacturing","Miscellaneous manufacturing","Nondurable goods manufacturing","Food and beverage and tobacco product manufacturing","Textile mills and textile product mills","Apparel, leather, and allied product manufacturing","Paper manufacturing","Printing and related support activities","Petroleum and coal products manufacturing","Chemical manufacturing","Plastics and rubber products manufacturing","Wholesale trade.y","Retail trade.y","Transportation and warehousing.y","Air transportation","Rail transportation","Water transportation","Truck transportation","Transit and ground passenger transportation","Pipeline transportation","Other transportation and support activities","Warehousing and storage","Information.y","Publishing industries (except Internet)","Motion picture and sound recording industries","Broadcasting (except Internet) and telecommunications","Data processing, hosting, and other information services","Finance, insurance, real estate, rental, and leasing","Finance and insurance.y","Monetary Authorities- central bank, credit intermediation, and related services","Securities, commodity contracts, and other financial investments and related activities","Insurance carriers and related activities","Funds, trusts, and other financial vehicles","Real estate and rental and leasing.y","Real estate","Rental and leasing services and lessors of nonfinancial intangible assets","Professional and business services","Professional, scientific, and technical services.y","Legal services","Computer systems design and related services","Miscellaneous professional, scientific, and technical services","Management of companies and enterprises.y","Administrative and support and waste management and remediation services.y","Administrative and support services","Waste management and remediation services","Educational services, health care, and social assistance","Educational services.y","Health care and social assistance.y","Ambulatory health care services","Hospitals","Nursing and residential care facilities","Social assistance","Arts, entertainment, recreation, accommodation, and food services","Arts, entertainment, and recreation.y","Performing arts, spectator sports, museums, and related activities","Amusement, gambling, and recreation industries","Accommodation and food services.y","Accommodation","Food services and drinking places","Other services (except government and government enterprises).y","Government and government enterprises.y","Federal civilian.y","Military.y","State and local.y","Natural resources and mining","Trade","Transportation and utilities","Manufacturing and information","Private goods-producing industries 2/","Private services-providing industries 3/","Region","Party","Representative","Senator"
"Texas",2016,656.749346419607,176,83607077,22916,4218,71381,12718,515707,13.223,39001,5.722,48465,8500,2478,12389,556938,8659990,1.199,7225471,440109,6683754,1168080,709194,10946,17008753,12986076,0,53208,53208,27667,80874,531124,16685139,12451699,4233440,226318,4007122,277016,16408123,14364551,61546,490920,59929,1121735,924561,635530,1625085,690316,249945,993822,714096,1104927,190614,1103052,264841,1626628,274686,1262229,970089,2043572,198429,169478,1675665,371659,1304006,1567687.1,1392658.3,9305.6,7607.1,1698.5,95889.7,76455.3,2443.1,16991.3,26206,85602,197348,101162.4,2069.2,6001.1,2862.3,12083.9,13340.7,31035.9,2370.3,13615.2,12995.2,1415.5,3373.2,96185.6,14014,515.3,449.9,2130.5,1910.2,21760.8,50395.7,5009.2,129757.7,90231.8,57823.8,14193.8,3619,958.9,14983.1,1474.4,7371.8,10119,5103.9,61073.8,9810,2108.2,39882,9273.8,252778.4,95799.8,34872.6,14202.4,41685.4,5039.3,156978.6,134775.2,22203.4,182105.2,111142.2,18259.3,25042,67840.9,19528.1,51434.9,47167,4267.8,112896.1,12374.2,100521.9,57301.4,29709.4,7489.2,6021.9,59110.3,10962.2,6417.1,4545,48148.1,9501.9,38646.2,32529.7,175028.8,26448,15309.2,133271.7,105195.3,219989.5,84029.9,258421.8,388145.3,1004513,"South",1,0.683333333333333,1
"United States",2016,NA,NA,NA,202797,37327,2295111,404308,14538027,19.96,728364,5.722,2092314,366981,209604,2472442,5347859,32428188,1.142,28400047,8426753,18522429,3237055,10445341,570218,84360738,97351106,72576,2299152,2226577,503219,2802371,2095595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah",2016,58.8251669825673,114,612804,0,0,0,0,310453,22.223,13970,5.722,0,0,5287,7012,31057,401909,1.1,365269,0,174681,30528,36562,11167,923606,807711,0,3981,3981,1523,5504,7591,1933422,1480591,452831,16215,436616,20834,1912588,1662158,3861,14400,4941,119028,135962,56379,205027,66184,42300,127102,109383,142074,31543,111406,61236,163536,43533,123706,100557,250430,36130,16232,198068,74660,123408,157442.7,137474.4,811.9,718.9,93,2237.3,574.3,1338.9,324.1,2055.2,9365.9,16852.8,11132.7,132.4,608.2,1179,1235.3,614.7,1972.2,288.9,1099,1111.3,582.7,2308.8,5720.1,1785.9,94.6,32.2,457.3,485.1,818.8,1553.6,492.5,8281.1,11198,5689.8,1709,310.4,0.4,1801.6,170.9,115.8,961.2,620.4,7540.2,3081.2,366.8,2428.5,1663.8,34809.8,13730.5,9053.6,1137,3073.9,466,21079.2,18554,2525.2,17246.3,10342.8,1228.8,2748.1,6365.9,2251.4,4652,4375.4,276.6,11666.4,2389.5,9276.8,4686.5,2982.7,970.9,636.6,5424.2,1392.1,680.6,711.5,4032.1,1210.1,2822,4295.4,19968.3,4635.6,1429.7,13903,3049.2,19479.1,7745.1,24393,29267.9,108206.5,"West",1,1,1
"Virginia",2016,110.06404594456,49,853133,427,79,3632,641,335590,25.12,13359,5.722,3205,562,1701,13585,16391,126663,1.053,120288,310966,40,7,139807,1105,913066,2420341,7829,100463,92635,19320,119784,0,5142712,4099920,1042792,38903,1003889,50870,5091842,4214968,13941,12895,12015,280958,247138,122616,501513,182346,83322,220417,226613,545440,78694,303691,106312,493187,107213,367764,308893,876874,197710,138204,540960,165211,375749,496570.2,405161.8,1585.3,1096,489.3,1191,76.4,1066.8,47.7,7128.9,19580.8,42490,16989.6,1376.9,1273.7,534.4,2293.1,1753.6,2154.9,916.5,1487.4,3609.6,859.1,730.3,25500.5,17273.3,505.9,90.5,1164.3,811,177.5,3168.1,2309.9,21399.6,25241.7,13265.8,3603.1,940.4,481.8,2842.2,1125.4,150.2,2559.6,1563.2,19224.5,3592.9,758.4,9584.2,5289.1,95572.2,25493.4,13805.1,2967.9,8362.2,358.2,70078.8,66349.5,3729.3,92561.8,63988.6,5127.4,24668.3,34192.9,11612.8,16960.3,16070.9,889.5,36888.8,5145.9,31742.8,17034.8,8689.5,3279.7,2738.8,16670.9,3374.3,1899.7,1474.6,13296.6,3124.2,10172.4,12360.6,91408.4,30443.1,19074.3,41891,2776.2,46641.3,20394.7,61714.6,64847.1,340314.7,"South",0,0.625,0
"Vermont",2016,5.9134774454554,37,873689,0,0,0,0,0,0,0,0,0,0,29,9948,14000,0,0,0,0,0,0,35637,1335,35637,135276,0,21418,21418,220,21638,2688,433924,327109,106815,6545,100270,9299,424625,366256,3608,1372,1597,29167,34084,10753,46295,8977,6098,14103,15442,26903,2506,17994,19288,58581,11776,35292,22420,58369,6954,4455,46960,17088,29872,31430.4,26933.6,400.4,329.1,71.3,228.1,0,227.1,1,634.5,1076.8,2933.5,1886.9,164.3,140.6,19.4,156.9,325.3,575.1,122.5,46.4,115.6,64.6,156.2,1046.6,576.5,14.8,24.9,82.7,78.1,20.5,138.8,110.3,1651.1,2321,509.5,28,16.3,12.5,210.1,66.3,0.2,114.8,61.3,840.1,326.1,23.4,362.2,128.3,6251.8,1733,486.2,161.4,1079.6,5.8,4518.8,4356.8,162,3082.4,2015.3,301,530.1,1184.2,266.2,800.9,693.9,107,4357.1,931.8,3425.3,1473.9,1233.8,332.1,385.5,1940.4,347.1,195.3,151.8,1593.2,862.4,730.8,707,4496.7,953.6,196.2,3347,628.5,3972.1,1144,3773.7,4638.8,22294.8,"Northeast",0,0,0
"Washington",2016,79.403695502812,127,2515938,8373,1541,8373,1541,0,0,0,0,0,0,1136,723289,799624,0,0,0,100674,0,0,930780,957,1031454,2056396,0,114342,114342,8441,122783,74242,4310119,3448412,861707,31798,829909,84291,4225828,3586683,42617,9535,5567,244553,311440,144686,445454,149213,132676,167200,198629,315161,48326,211797,79861,462639,100395,295405,221529,639145,74666,74582,489897,148484,341413,493634.5,428308.3,7227.5,5035.1,2192.4,411.2,3.2,389.7,18.3,4287.6,20094.8,60002.9,47347.6,1412.5,1375.7,823.3,1871.9,1576.8,3790.8,591.1,627.6,33743,416.3,1118.7,12655.3,4894.9,181.8,102.3,1269,508.6,2864.7,2019.5,814.5,26093.9,38187.1,13995.7,4371.5,937.7,732.5,2884.9,764.1,76.4,3392.8,835.9,57144.1,37234.1,526.9,10073.3,9309.6,86934.4,19046.6,7935.2,2617.2,8404.6,89.6,67887.8,63748.9,4138.9,51152.4,31565.6,5403.9,8093.3,18068.4,6319.3,13267.5,10619.3,2648.2,34654.4,3105.3,31549,16176.2,9100.1,2796.3,3476.4,18540.9,3828.4,1869.9,1958.5,14712.4,4158.7,10553.7,9581.5,65326.2,11793.6,7483.3,46049.3,7638.6,64281,18283.4,117147,87736.4,340571.8,"West",0,0.388888888888889,0
"Wisconsin",2016,95.6153185011184,80,7777098,3245,597,82079,14424,0,0,0,0,78834,13827,615,25806,40993,0,0,0,106173,0,0,224249,583,330423,1801012,0,91748,91748,9430,101178,13989,3658030,2980513,677517,60557,616960,83288,3574742,3135375,17026,7073,10351,174650,482404,133889,380043,126608,56962,182031,127883,169548,72454,179871,69896,425782,72819,256934,189151,439367,29104,16192,394071,114554,279517,313440.2,279051.9,4401.7,3835.3,566.4,1035,2,1029.5,3.5,5540.6,12355.4,58806.2,33545.5,1463.7,1945.2,1814.6,6593.6,7986.4,3000.5,3697,2313.8,2195,1094.6,1441.2,25260.7,8797.8,231.3,93.8,4586.2,2594.3,413,5402.1,3142.2,18856,17392.4,9142.6,468.6,779.4,14.1,4337.5,1187.3,128.3,1114.6,1112.8,11130.1,4943.5,257.8,4142.4,1786.5,63378.3,26903.8,6020.5,2366,18444.4,72.9,36474.6,34602.7,1871.8,30050.3,13653.9,2598.6,2757.1,8298.1,9157,7239.4,6614.2,625.1,30593.4,3589.3,27004.1,12678.9,8854.6,3106.7,2364,9727,2251.5,1232.4,1019.1,7475.5,1658.5,5817,6642.8,34388.3,3814.2,744.4,29829.8,5436.7,36248.4,14683.3,69936.4,76598.3,202453.5,"North Central",1,0.571428571428571,0.5
"West Virginia",2016,94.4889000638185,54,614068,0,0,0,0,2041073,25.57,79823,5.722,0,0,32,15124,28482,1667404,1.204,1384458,0,43693,7636,39653,104,3791823,762366,0,11081,11081,90,11171,13222,890105,721508,168597,21504,147093,23079,867026,710401,3225,33517,5458,43573,49754,23071,105096,25098,11226,26361,26200,38097,7213,42829,12983,125044,14253,70603,46800,156625,23605,8870,124150,51959,72191,70006.2,58415.8,303.7,178.2,125.5,5589.4,1999.5,3266.8,323.1,2214.9,3128.9,7221.6,3227.7,385.1,347.1,640.2,386.6,119.4,70.4,45.7,649.9,353.9,48.7,180.8,3993.9,215.1,10.4,7,46.4,60.5,368.7,2982.7,303,3517.1,4982.6,2088.6,19.1,447.3,49.8,654.9,26.5,393.6,331.7,165.7,1578.8,368.3,29.7,981,199.8,10108.6,2656.8,952.2,166.1,1516.6,21.8,7451.8,6798.9,652.9,5362.2,2977.1,1075.3,410.1,1491.7,635.6,1749.6,1536.4,213.2,8043.3,438.8,7604.5,3305.6,3078.6,746.3,474,2826.3,391.3,109.1,282.2,2435,791.5,1643.5,1449.8,11590.4,3143.9,385.2,8061.3,5893.1,8499.6,4303.5,8800.4,16243.6,42172.1,"South",0,1,0.5
"Wyoming",2016,61.2599931474136,23,1359346,0,0,0,0,5169939,17.394,297218,5.722,0,0,663,8987,50206,1878141,1.129,1662909,0,415795,72666,54565,33,7518440,504984,0,4357,4357,2,4358,40522,398271,291492,106779,10709,96070,14580,383691,307434,3112,26664,2762,29279,11540,9553,39475,14110,4757,17484,22443,17108,1936,12706,4085,29854,7537,35211,17818,76257,7528,6025,62704,15675,47029,35704,29566.4,644,569.6,74.5,5922.9,1963,3374,585.8,1052,2005.5,1723.8,449.8,33.9,135.2,8.5,124.3,47.6,21.8,44.9,8.9,8.2,7.5,8.9,1274,91.7,9.8,0.4,0,13.9,487.1,629.9,41.3,1516.3,2063.2,3191.6,66.3,1205.9,3.5,377.7,32.4,1245.9,171.5,88.4,628.9,89.1,38,442.1,59.7,5179,1004.5,500.9,61,370.8,71.8,4174.6,3547.8,626.8,1711.8,1081.8,187,98.8,796,125.2,504.8,424.7,80.2,1767.1,111.1,1656,965.6,245.9,204.3,240.2,1580.3,265.4,79.2,186.2,1314.9,717.6,597.4,579.9,6137.6,854.5,387.7,4895.5,6566.9,3579.5,4243.6,2352.8,10296.2,19270.2,"West",1,1,1
"Federal Offshore - Gulf of Mexico",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.722,NA,NA,NA,NA,NA,1342128,1.118,1200669,NA,3350677,585578,NA,NA,4692805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Federal Offshore - Pacific",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,35156,6144,NA,NA,35156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska",2017,33.729130171118,18,13509662,29,5,29,5,14365,14.978,959,5.723,0,0,186,15143,16655,382940,1.112,344385,0,1033270,180547,23620,20,1454196,601492,0,6501,6501,436,6937,1305,455472,357000,98472,866,97606,1531,453941,350853,10002,17185,2237,22680,16069,7319,45811,24106,7135,11347,17450,23425,3467,17098,6009,52371,10946,35503,20693,103088,15105,25563,62420,23690,38730,51737,40925.3,398.1,25.1,373,8085.4,5382,1802.2,901.2,781.5,1853.5,1671.3,232.7,46.9,62.9,1.5,32.2,13.7,13.6,1.5,4,37.4,9.7,9.4,1438.6,814.8,6.2,1,0.5,21.3,579.4,8.5,6.9,1279.1,2225.9,6814.5,941.5,0,289.7,283.8,127.2,4337.4,798.9,36.1,1293.2,71.2,27.8,1155.4,38.8,6280,1343.7,828.2,105.3,405.7,4.4,4936.3,4411.1,525.2,3299.5,1894.4,181.3,167.3,1545.8,364.5,1040.6,801.1,239.5,4245.4,200.6,4044.8,2101.9,1345.7,197.1,400.1,1820.4,319.5,105.9,213.6,1500.9,598.7,902.2,877.5,10811.7,2126.6,2248,6437.1,8483.5,3505,7596,2964.5,12008.3,28917,"West",0,1,1
"Alabama",2017,108.594378266844,104,2414699,1585,292,1585,292,326748,25.407,12861,5.723,0,0,141,85103,87057,159686,1.064,150038,446097,39100,6832,258549,1812,1230179,1904206,1137,168195,167058,1712,169907,0,2649260,2073370,575890,36186,539704,44885,2604375,2200494,15664,10432,14138,142525,274110,81373,284099,81256,27491,113060,106785,149859,18671,181796,42384,249919,39432,198233,169267,403881,53217,29412,321252,106500,214752,210895.7,175407.6,2408.8,1803.9,604.9,1985.1,272.3,1629.7,83.1,6065.6,7465.4,35370.8,22369.1,1544.5,987.3,3344,2635.4,1049,1126.4,668.5,6086.9,3448,898,581.1,13001.7,2398,485.1,105.9,2598.6,209.8,1756.4,3684.9,1763.1,12461.8,14168,5697.1,177.7,703.8,101.2,2391.9,95.3,406.8,1124.3,696.2,4361.6,889.8,120.7,2995.8,355.4,35256.8,12424.1,6763.4,859.1,4791.4,10.1,22832.8,20945.4,1887.4,20915,13030.3,2547.5,2850.8,7631.9,2183,5701.7,5182.3,519.3,17039,1334.2,15704.8,9565.7,3730.9,1626,782.2,6869.2,781.9,327.8,454.1,6087.3,1029.7,5057.6,5343.4,35488.1,8571,4253.4,22663.7,4393.9,26629.8,11762.7,39732.4,47230.1,128177.5,"South",1,0.857142857142857,0.666666666666667
"Arkansas",2017,64.1762567866492,469,2069460,6760,1244,6760,1244,832,19.472,43,5.723,0,0,808,27117,28367,708482,1.02,694676,132736,30263,5288,116692,442,989005,1057701,5455,77206,71751,4359,81565,0,1640411,1286488,353923,38561,315362,53012,1587399,1360255,14519,13235,7981,89895,163437,51188,173009,69798,16250,60615,59777,67316,36605,93545,23078,193389,21997,114443,90178,227144,20092,15837,191215,82352,108863,122978.5,106918.6,2996.2,2389.6,606.6,1406.6,884.9,350.5,171.2,3261.7,4763.9,18120.8,8904,1021,464.6,1505.6,1828,1283.3,291.6,486,533.6,1042.8,239.3,208.1,9216.8,3978.6,82.3,77.8,1866.9,285.1,674.9,1006.6,1244.6,9599,8630.5,5020.1,149.7,730.7,2.6,2791.3,78.9,86.6,719.3,461,2586.3,437.6,99.4,1670.8,378.5,18592,5714,2917.6,468.7,2305.6,22.1,12878,11856.6,1021.4,13300,4535.5,758.8,1093.3,2683.4,5411.3,3353.3,3003.8,349.5,11674.9,807.4,10867.5,5359.5,3161,1168.3,1178.9,4111,570.7,257.2,313.5,3540.3,568.7,2971.5,2855.5,16059.9,2490.2,820.4,12749.3,4402.9,18229.5,8281.9,20707.1,27287.5,79631,"South",1,1,1
"Arizona",2017,90.4761409607041,46,1714281,0,0,6584,1155,134024,21.543,6221,5.723,6584,1155,345,62942,134856,58,1.041,56,338246,74,13,149493,66318,621896,1531479,0,7541,7541,512,8053,5251,3740960,2883713,857247,17933,839314,30894,3710066,3260692,15995,21428,12899,203323,178653,109083,401470,144113,57479,243102,214261,240018,38790,307426,81385,418259,83459,298126,191423,449374,55844,33155,360375,92870,267505,330146.6,287658.3,2568.9,1938,630.9,5082.9,19.4,4981.6,81.9,6838.8,14835.1,26802.4,22238.3,302.7,922.6,685.1,1909.1,824,7662.8,501.8,724.1,6848.4,399.1,1458.6,4564.1,2052,123.3,25.7,242.4,491.4,128.8,964.6,535.9,18766,23952,10341.9,3661,798.5,0.3,2323,805.7,99.1,1897.4,757,11853,2005.3,304.6,6385.3,3157.8,73848.3,22573.5,11815,2744,7611.8,402.9,51274.7,46211,5063.8,37860.3,18784.1,2749.9,4266,11768.1,4082.3,14993.9,14094.4,899.5,32436.3,4032.3,28404,15262.6,8827.5,2366.6,1947.3,15952.1,3720.9,2308.4,1412.5,12231.2,3275.4,8955.8,6520.2,42488.3,7581.9,3716.3,31190.1,7651.8,42718,17180.7,38655.4,49289.3,238369,"West",1,0.578947368421053,1
"California",2017,356.516547617712,786,30392556,5436,1001,34240,6052,0,0,0,5.723,28804,5051,108637,390292,957430,240221,1.131,212458,187227,992385,173403,1122218,340363,2542051,7766193,0,87833,87833,42714,130548,118138,23538609,17906329,5632280,58117,5574163,230243,23308366,20522926,252336,49183,61856,1145508,1418970,807260,2092123,1047887,609903,1061131,1181049,2002172,256840,1499949,539132,2650902,656010,1793410,1397305,2785440,248875,206293,2330272,538732,1791540,2831038.4,2508060.8,39278.7,27258.4,12020.3,8955.1,6493,1301.5,1160.5,37603.9,103866.8,303429.5,186072.2,2225.5,4469.3,1880.9,13894.4,13764.3,101304.7,4612.1,6819.1,20028.8,2572.2,14500.8,117357.3,29131.3,1136.8,3109.1,2696.8,3492.8,17939.1,55276.9,4574.4,153768.1,144620.9,71271.6,17169.7,1568.8,1538.9,17007.3,8367.7,605.4,17291.5,7722.4,268600.2,57960.6,48504.4,70177.9,91957.2,626555.9,150498.4,71183.9,37504.2,40133.1,1677.1,476057.5,447647.6,28409.9,367000.9,243431.8,35804.1,65270.5,142357.2,40464.1,83105,76314.6,6790.4,205850.7,31042.8,174807.8,91276.6,46729.5,14775.9,22025.9,123579.8,39123.8,27328.5,11795.3,84456,19430.3,65025.7,53678.9,322977.7,43681.2,27617.6,251678.9,48233.8,298388.9,108875.5,572029.6,455530,2052530.7,"West",0,0.21,0
"Colorado",2017,88.7762401924957,181,1385451,0,0,19828,3477,320001,21.267,15047,5.723,19828,3477,759,17479,118027,2028824,1.189,1706364,0,744780,130138,153379,13973,3246984,1477307,0,14434,14434,1090,15524,85816,3759409,2786708,972701,35409,937292,50232,3709177,3215832,13534,56046,8855,249912,162945,117843,340093,128828,85664,214046,220080,340497,45333,210874,76783,343494,106689,299351,194965,493345,53591,52187,387567,121056,266511,348175.5,305256.3,2336.2,1961,375.2,11148.6,7851.6,1295.5,2001.5,3892.4,19762.6,24245.7,15248,282.9,1437,288.5,1544.1,1358.5,5387.3,463.9,109.8,2108.3,513.2,1754.3,8997.6,4181.2,99.3,49.1,96.6,464,1327.4,2116,664,19780.4,18815,12021.6,4277.7,699.8,13.8,2154.4,535.6,2298.8,1467.5,574,18643.1,6713.9,428.9,7493.7,4006.6,71394.1,19010.4,7919.4,3948.8,6837.3,304.9,52383.7,48756.7,3627,51452.1,33032.1,3504.3,9187.6,20340.2,7673.2,10746.8,9768,978.8,25490.2,3157.3,22332.8,12734.6,5610.8,2001.2,1986.3,18362,6050.1,2562.5,3487.6,12311.9,3383.1,8928.8,7912.4,42919.3,8841.6,4803.6,29274,13484.8,38595.5,15913.9,42888.8,57493,247763.3,"West",0,0.583333333333333,0.5
"Connecticut",2017,33.8574222045884,40,788599,1379,254,1379,254,0,0,0,0,0,0,21,3060,8284,0,0,0,172570,0,0,32888,5086,205458,728349,0,12683,12683,10543,23225,117,2300325,1744934,555391,5039,550352,9708,2290617,2035680,2309,2818,5889,113344,168475,69420,221181,68859,38824,192085,119775,163427,36119,121592,87231,306997,55834,142901,118600,254937,18082,13475,223380,74571,148809,272569.9,245151.7,348.6,290,58.6,190.6,0,185.2,5.4,4319.7,7973.4,28544.3,20582.8,94.6,272.6,398.8,3973.9,1896.6,1906.6,1103.4,453.2,7750.9,193.6,2538.4,7961.5,1469.8,196.6,96.7,303.2,488.4,257.1,4568.5,581.1,14497.8,13348.6,5251.3,444.6,52.6,238.9,828.5,902.4,959.4,1152.1,672.8,13975,2398,1754.2,8643.6,1179.2,82357.9,44013.1,6022.6,12369.8,25386.3,234.4,38344.8,34330.9,4013.9,32590.2,18549.2,2915.6,4250.7,11382.9,6628.8,7412.3,6570.7,841.6,27635.5,6132.2,21503.3,9979.2,6105.3,3284.2,2134.6,9052.5,2412,1219.6,1192.4,6640.5,1370.1,5270.4,5066.4,27418.2,2942.8,3013.6,21461.8,539.2,27846.4,9571,42519.3,37056.9,208094.8,"Northeast",0,0,0
"District of Columbia",2017,2.58518309864967,NA,NA,0,0,0,0,0,0,0,0,0,0,22,0,503,0,0,0,0,0,0,1316,481,1316,166877,0,9,9,804,814,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Delaware",2017,13.7669851544235,65,1636426,0,0,0,0,0,0,0,0,0,0,430,0,1830,0,0,0,0,0,0,3269,1354,3269,280044,0,748,748,692,1439,46,584834,467019,117815,1886,115929,3720,581114,507320,NA,NA,2283,31478,27492,12278,63056,19911,6297,60130,29224,37509,10145,34735,9996,75611,15641,43107,26935,73794,5752,8635,59407,32284,27123,69899.4,62859.4,601,567.9,33.2,4.3,0,3.8,0.4,1047.8,2713.3,4286.5,1344.4,26,65.1,31.1,143.6,116.5,563.2,105.2,8.5,76.2,32.9,176.1,2942,862.2,62.5,2,202.7,26.8,557.5,1007.8,220.5,1870.1,2744.5,1099.1,36,123.2,1.6,255,94.6,2.1,290.4,296.1,982.5,172.2,20,532.1,258.3,30536.1,20379,11380,1822.2,7101.2,75.7,10157,7665.7,2491.3,8217.2,4670.8,1675.5,675.3,2320.1,1860.3,1686.1,1527,159.1,5794.4,442.7,5351.7,1949.6,2411.8,603.7,386.7,1974.1,458.2,99.1,359.1,1515.9,267.7,1248.2,988.6,7040,801.6,568.6,5669.9,605.3,4614.6,2146.8,5269,7605.1,55254.3,"South",0,0,0
